year,tax_status,size_bin,gross_estate_for_tax_purposes_n,gross_estate_for_tax_purposes_amt,net_worth_n,net_worth_amt,personal_residence_n,personal_residence_amt,other_real_estate_n,other_real_estate_amt,real_estate_partnerships_n,real_estate_partnerships_amt,closely_held_stock_n,closely_held_stock_amt,publicly_traded_stock_n,publicly_traded_stock_amt,state_and_local_bonds_n,state_and_local_bonds_amt,federal_bonds_n,federal_bonds_amt,corporate_and_foreign_bonds_n,corporate_and_foreign_bonds_amt,bond_funds_n,bond_funds_amt,unclassifiable_mutual_funds_n,unclassifiable_mutual_funds_amt,unallocated_investments_n,unallocated_investments_amt,cash_assets_n,cash_assets_amt,net_life_insurance_n,net_life_insurance_amt,farm_assets_n,farm_assets_amt,private_equity_and_hedge_funds_n,private_equity_and_hedge_funds_amt,other_limited_partnerships_n,other_limited_partnerships_amt,other_noncorporate_business_assets_n,other_noncorporate_business_assets_amt,mortgages_and_notes_n,mortgages_and_notes_amt,retirement_assets_n,retirement_assets_amt,depletables_intangibles_n,depletables_intangibles_amt,art_n,art_amt,other_assets_n,other_assets_amt,community_property_n,community_property_amt,total_joint_property_n,total_joint_property_amt,total_lifetime_transfers_n,total_lifetime_transfers_amt,total_allowable_deductions_n,total_allowable_deductions_amt,funeral_expenses_n,funeral_expenses_amt,executors_commissions_n,executors_commissions_amt,attorneys_fees_n,attorneys_fees_amt,other_expenses_losses_n,other_expenses_losses_amt,debts_and_mortgages_n,debts_and_mortgages_amt,bequests_to_surviving_spouse_n,bequests_to_surviving_spouse_amt,charitable_deduction_n,charitable_deduction_amt,state_death_tax_deduction_n,state_death_tax_deduction_amt,taxable_estate_n,taxable_estate_amt,adjusted_taxable_gifts_n,adjusted_taxable_gifts_amt,adjusted_taxable_estate_n,adjusted_taxable_estate_amt,tentative_estate_tax_n,tentative_estate_tax_amt,gift_tax_paid_n,gift_tax_paid_amt,total_tax_before_credits_n,total_tax_before_credits_amt,deceased_spousal_unused_exclusion_n,deceased_spousal_unused_exclusion_amt,allowable_unified_credit_n,allowable_unified_credit_amt,net_estate_tax_n,net_estate_tax_amt
2020,taxable,50m_plus,186,41632365000,,,143,567783000,159,1442385000,85,1528964000,99,8954349000,172,7002311000,118,2119942000,79,615526000,91,343867000,49,99543000,46,137694000,17,340579000,186,1651176000,67,130275000,27,260881000,73,584419000,100,2327455000,86,8449913000,110,1447355000,111,300046000,21,210336000,104,2783046000,183,334519000,14,3741681000,53,93330000,137,14820459000,186,25303739000,170,7555000,67,106680000,150,69390000,158,114541000,173,1022299000,59,3823058000,105,20113505000,65,1033872000,186,15294224000,170,2020500000,186,17314724000,186,6915807000,93,436935000,186,6478872000,9,14216000,186,837733000,186,5630489000
2020,nontaxable,all,2166,58712842000,,,1561,2370589000,1732,5900830000,643,3859771000,752,4592062000,1825,18209287000,1139,3484506000,661,623803000,824,605744000,493,205373000,468,208758000,236,796638000,2132,3868387000,936,682174000,256,1188507000,443,1337612000,717,2031911000,710,2310172000,702,1494982000,1549,3016883000,159,150618000,404,1194818000,1929,579416000,481,19787052000,1317,3693276000,1211,28482134000,2150,44055536000,1629,39383000,188,51499000,775,67204000,845,72862000,1327,2229210000,1628,35112533000,461,6450218000,291,190760000,1959,14466351000,1179,3512517000,2043,17978868000,2042,7082737000,220,149011000,2039,6933726000,198,1055927000,2166,9884901000,0,0
2020,nontaxable,under_10m,203,1487703000,,,128,138904000,136,169775000,26,42627000,46,86407000,155,320907000,81,94243000,45,14592000,55,12342000,36,7520000,37,9243000,16,19376000,198,128314000,86,29925000,20,29422000,28,11179000,50,39533000,50,80784000,62,64251000,133,162486000,15,862000,26,7135000,174,17874000,,,92,79954000,107,551459000,201,570546000,149,2294000,15,1214000,75,3516000,74,3582000,110,84138000,107,385734000,38,88628000,38,14951000,185,902011000,151,807182000,197,1709193000,197,672756000,57,53604000,195,619152000,27,100651000,203,795100000,0,0
2020,nontaxable,10m_20m,1320,18603490000,,,952,1215065000,1041,2227838000,359,1107583000,414,1247801000,1094,4514218000,695,1187393000,392,195740000,484,234297000,295,72039000,279,73869000,152,422467000,1297,1405585000,590,384463000,151,541626000,215,182718000,390,535472000,376,678209000,373,421533000,971,1600100000,83,26902000,219,84140000,1168,244433000,287,5982748000,800,1304939000,716,6913249000,1306,8959670000,1000,19157000,109,19127000,471,31008000,507,26753000,817,825378000,962,6901837000,246,1112205000,173,138294000,1206,9505526000,623,1267694000,1238,10773220000,1237,4243418000,70,37145000,1237,4206272000,152,830504000,1320,6180455000,0,0
2020,nontaxable,20m_50m,481,14202955000,,,356,595703000,413,1414150000,171,990615000,195,1235369000,427,3761211000,263,992011000,166,207632000,203,176254000,121,72726000,110,68196000,51,256817000,474,1033233000,202,217330000,60,284212000,126,258539000,197,461899000,196,567800000,180,518771000,346,794280000,44,60048000,87,110270000,434,125891000,,,321,1119720000,284,5785461000,481,11068853000,353,8874000,43,8952000,168,18560000,189,15072000,290,595388000,419,8818082000,123,1600158000,59,25379000,427,3108724000,279,866602000,450,3975325000,450,1566506000,51,32484000,450,1534022000,15,102017000,481,2174969000,0,0
2020,nontaxable,50m_plus,163,24418693000,,,126,420917000,142,2089068000,86,1718946000,97,2022485000,149,9612951000,100,1210859000,59,205839000,82,182851000,42,53089000,42,57451000,17,97978000,163,1301256000,58,50456000,25,333247000,73,885175000,79,995006000,88,983379000,86,490426000,99,460017000,18,62806000,71,993273000,152,191218000,43,7570427000,103,1188663000,103,15231965000,163,23456468000,128,9057000,21,22206000,60,14120000,75,27454000,110,724306000,141,19006880000,55,3649228000,22,12135000,141,950090000,126,571040000,157,1521130000,157,600058000,41,25777000,157,574281000,4,22756000,163,734377000,0,0
2021,all,all,6158,189647122000,6158,182236334000,4266,7005971000,4838,14265395000,1766,10037114000,2005,15830487000,5150,49230970000,3417,13961636000,1835,2600973000,2285,2100287000,1385,745995000,1321,655427000,768,4352337000,6079,17251450000,2266,1765186000,815,4898593000,1152,6930875000,1969,8319120000,1911,9042752000,2059,5620797000,4183,8737658000,506,413668000,1311,3535363000,5513,2345070000,875,36034084000,2852,5866492000,3652,85797140000,6112,94269645000,5057,102982000,1173,384581000,3448,443655000,3455,690357000,4367,7496968000,3035,60320637000,1608,24481733000,1263,2715150000,5790,92659653000,3892,19289794000,5948,111949447000,5948,44461381000,1042,2267530000,5948,42193851000,597,2777957000,6158,28767526000,2584,18419450000
2021,all,under_10m,532,4008485000,531,3859246000,285,253453000,356,360921000,95,161531000,113,153494000,425,1076995000,256,309912000,115,40608000,159,69620000,98,22756000,81,20784000,61,100342000,526,373154000,165,48569000,66,130733000,66,52409000,127,80476000,124,110458000,157,146036000,316,372087000,35,32497000,84,21224000,446,70427000,62,744994000,214,205919000,278,1333822000,525,1058499000,427,6873000,82,10842000,304,18022000,293,15700000,367,163326000,196,700714000,114,132323000,124,68943000,507,2879900000,477,3145782000,529,6025681000,529,2381287000,176,169802000,529,2211484000,46,113097000,532,2282617000,233,177715000
2021,all,10m_20m,3284,47162709000,3284,45613062000,2283,2763776000,2535,5141619000,824,2606301000,920,2816274000,2697,11974663000,1798,3472223000,919,492301000,1176,645968000,729,226260000,721,240464000,403,1199508000,3231,3924340000,1244,835029000,412,1741153000,490,408232000,945,1336870000,895,1363491000,903,1083961000,2314,4073232000,254,175834000,523,177776000,2918,463437000,479,10739738000,1524,2229973000,1834,17803080000,3248,15610089000,2678,43473000,572,102661000,1723,120679000,1696,129780000,2219,1588247000,1630,11337127000,693,2223304000,595,615637000,3071,30935931000,1770,5095728000,3142,36031659000,3142,14245501000,314,281946000,3142,13963555000,389,1980598000,3284,15619791000,1118,1779850000
2021,all,20m_50m,1737,50927770000,1737,49200411000,1260,2304832000,1419,4388866000,590,3108650000,651,3926063000,1502,14497643000,1004,4028187000,574,781484000,693,684518000,410,211065000,390,211825000,207,894349000,1722,4199326000,636,441830000,220,1357779000,370,809360000,608,1813583000,586,2004126000,672,1475043000,1175,2640923000,149,121770000,432,508496000,1583,518053000,250,10325373000,830,1977802000,1112,21883350000,1733,23324805000,1429,30030000,371,128317000,1029,132567000,1062,172614000,1289,1761330000,893,16640536000,531,4363581000,384,854637000,1645,26748328000,1135,5070213000,1688,31818542000,1688,12636822000,302,456567000,1688,12180255000,131,622619000,1737,8102865000,865,5175373000
2021,all,50m_plus,605,87548158000,605,83563615000,438,1683910000,528,4373989000,257,4160632000,321,8934655000,526,21681670000,359,6151315000,226,1286581000,256,700181000,147,285914000,129,182355000,98,2158138000,599,8754630000,222,439758000,117,1668928000,225,5660874000,289,5088192000,306,5564677000,327,2915757000,379,1651416000,68,83568000,272,2827866000,566,1293153000,84,14223980000,284,1452798000,429,44776888000,605,54276252000,523,22606000,148,142761000,393,172387000,404,372263000,491,3984065000,316,31642260000,269,17762526000,161,1175933000,567,32095494000,510,5978072000,589,38073566000,589,15197772000,250,1359215000,589,13838557000,30,61643000,605,2762254000,369,11286513000
2021,taxable,all,2584,98318430000,2585,94926781000,1656,2905124000,1975,6041067000,686,4371072000,779,6115376000,2207,29938417000,1534,8482779000,832,1581487000,1031,1154582000,618,380556000,570,369708000,294,2321153000,2561,8268603000,818,628031000,351,2464428000,475,4012259000,817,4762304000,727,4391777000,985,3494001000,1588,3280993000,267,238556000,677,1745746000,2326,1370410000,84,4634712000,751,947013000,1642,45983375000,2574,28016261000,2393,47472000,890,308788000,2204,340028000,2154,582895000,2220,3389318000,363,12140776000,833,10929484000,784,2373435000,2584,67926059000,1947,13353509000,2584,81279568000,2584,32371356000,680,1928855000,2584,30442500000,241,675853000,2584,11879006000,2584,18419450000
2021,taxable,under_10m,233,1738376000,233,1681274000,111,118068000,148,149677000,38,61752000,39,42783000,188,544115000,118,154173000,59,19109000,72,40109000,44,6697000,35,6845000,26,41970000,230,162754000,55,12016000,24,56183000,17,6867000,49,44115000,44,41331000,73,56925000,130,130442000,12,12118000,41,6343000,189,23985000,,,65,21025000,127,603589000,229,150138000,214,3641000,62,9010000,189,11060000,184,11590000,193,56302000,13,20671000,51,29440000,71,42590000,233,1544505000,217,1638191000,233,3182696000,233,1260476000,83,81800000,233,1178676000,,,233,1000337000,233,177715000
2021,taxable,10m_20m,1118,16434671000,1118,16049174000,681,801583000,827,1757828000,240,691653000,274,843711000,922,4742286000,655,1393705000,315,196891000,430,300747000,274,100738000,240,90485000,116,399373000,1106,1615204000,342,148501000,144,566661000,153,123251000,310,492706000,250,402951000,349,452496000,701,1051633000,117,93275000,205,52346000,987,116647000,26,436519000,283,170219000,665,6834617000,1115,1182869000,1048,14447000,395,69905000,967,75771000,910,84714000,925,384444000,83,260649000,277,251039000,297,373995000,1118,14876755000,754,3155903000,1118,18032657000,1118,7152459000,186,233778000,1118,6918681000,92,198938000,1118,5117175000,1118,1779850000
2021,taxable,20m_50m,865,25504334000,865,24732129000,607,1035513000,677,1941584000,269,1365069000,286,1577388000,762,8088183000,527,2444595000,307,481338000,361,390589000,208,118256000,207,140316000,86,466571000,857,2493443000,280,137097000,105,522843000,165,391172000,291,840047000,246,677314000,356,830681000,537,1085368000,90,63765000,248,180861000,798,232342000,,,276,317980000,570,11075707000,862,4049509000,789,15030000,303,107776000,738,109685000,750,144997000,774,772205000,155,1586050000,305,1238938000,283,791437000,865,20663388000,638,3567270000,865,24230658000,865,9644974000,214,369004000,865,9275970000,99,376820000,865,4067157000,865,5175373000
2021,taxable,50m_plus,369,54641049000,369,52464203000,256,949959000,324,2191977000,139,2252599000,181,3651495000,334,16563833000,234,4490306000,152,884149000,167,423137000,92,154866000,88,132062000,66,1413239000,367,3997202000,140,330417000,79,1318741000,140,3490970000,167,3385436000,188,3270181000,207,2153900000,219,1013551000,48,69398000,183,1506197000,351,997436000,23,3654668000,126,437789000,280,27469462000,369,22633746000,342,14354000,130,122097000,309,143512000,310,341595000,328,2176368000,112,10273405000,200,9410067000,133,1165414000,369,30841411000,339,4992146000,369,35833557000,369,14313447000,198,1244274000,369,13069173000,,,369,1694337000,369,11286513000
2021,nontaxable,all,3574,91328692000,3573,87309553000,2610,4100847000,2863,8224329000,1079,5666041000,1226,9715111000,2944,19292553000,1883,5478857000,1003,1019487000,1253,945704000,767,365439000,751,285719000,474,2031184000,3518,8982847000,1449,1137156000,464,2434165000,676,2918615000,1152,3556816000,1184,4650975000,1074,2126795000,2595,5456664000,239,175112000,634,1789617000,3187,974661000,791,31399373000,2101,4919479000,2010,39813765000,3538,66253384000,2665,55510000,283,75793000,1245,103627000,1301,107462000,2147,4107650000,2672,48179862000,775,13552249000,479,341714000,3205,24733595000,1945,5936285000,3364,30669880000,3364,12090026000,362,338675000,3364,11751351000,355,2102104000,3574,16888520000,0,0
2021,nontaxable,under_10m,300,2270109000,298,2177971000,173,135384000,208,211244000,57,99779000,74,110712000,237,532880000,138,155738000,57,21499000,86,29511000,54,16059000,47,13939000,35,58372000,296,210400000,109,36554000,43,74549000,49,45542000,78,36361000,80,69127000,84,89111000,186,241646000,23,20378000,44,14881000,257,46442000,,,149,184895000,151,730234000,296,908361000,213,3232000,19,1831000,115,6961000,109,4110000,174,107024000,182,680043000,63,102883000,53,26353000,274,1335395000,261,1507591000,297,2842986000,297,1120811000,93,88003000,297,1032808000,,,300,1282280000,0,0
2021,nontaxable,10m_20m,2166,30728038000,2166,29563888000,1602,1962193000,1708,3383790000,584,1914648000,646,1972563000,1775,7232377000,1142,2078518000,604,295409000,746,345220000,455,125522000,480,149978000,287,800135000,2126,2309137000,902,686528000,268,1174492000,337,284982000,634,844164000,645,960540000,554,631466000,1612,3021599000,137,82558000,317,125430000,1931,346790000,453,10303218000,1241,2059753000,1169,10968462000,2133,14427220000,1630,29026000,178,32756000,755,44908000,786,45066000,1294,1203802000,1547,11076478000,416,1972264000,297,241642000,1953,16059176000,1016,1939825000,2024,17999001000,2024,7093042000,128,48168000,2024,7044874000,297,1781661000,2166,10502616000,0,0
2021,nontaxable,20m_50m,871,25423436000,871,24468282000,653,1269319000,743,2447282000,321,1743581000,365,2348676000,740,6409459000,477,1583592000,267,300146000,332,293929000,203,92809000,183,71509000,121,427779000,865,1705882000,356,304732000,115,834936000,205,418188000,317,973536000,340,1326813000,316,644362000,637,1555556000,59,58005000,184,327635000,785,285711000,,,554,1659822000,542,10807642000,871,19275296000,640,15000000,68,20541000,291,22883000,312,27617000,515,989126000,739,15054485000,227,3124643000,101,63200000,780,6084940000,497,1502944000,822,7587884000,822,2991848000,88,87562000,822,2904286000,33,245799000,871,4035707000,0,0
2021,nontaxable,50m_plus,237,32907109000,237,31099412000,182,733951000,204,2182012000,118,1908033000,140,5283161000,192,5117837000,125,1661009000,75,402433000,89,277044000,55,131048000,41,50293000,32,744899000,232,4757428000,81,109341000,38,350187000,85,2169904000,123,1702756000,119,2294496000,120,761857000,160,637865000,20,14170000,89,1321670000,215,295717000,61,10569312000,157,1015009000,148,17307427000,237,31642507000,181,8252000,18,20664000,84,28875000,94,30668000,163,1807697000,205,21368855000,69,8352459000,29,10520000,199,1254083000,171,985926000,221,2240009000,221,884325000,52,114941000,221,769384000,,,237,1067917000,0,0
2022,all,all,8130,259563620000,8130,249968381000,5297,9510419000,6312,20130729000,2334,17247098000,2292,22992273000,6721,72106600000,4237,14973919000,2013,2673673000,2611,2592154000,1619,825640000,1431,761176000,1241,6470670000,8015,18165535000,3022,2212173000,1023,6002174000,1223,5240719000,2373,11282344000,2314,14297803000,2602,9078117000,5488,13682974000,618,685298000,1443,5509357000,7185,3122782000,1165,81368161000,3758,8463621000,4890,114678417000,8045,138478513000,6390,120499000,1432,507250000,4460,508014000,4287,832606000,5519,9702867000,4101,96055553000,1985,30456703000,1513,2901971000,7576,118181794000,4816,24854470000,7785,143036264000,7785,56797037000,1163,2326170000,7775,54478453000,967,5140054000,8130,39222189000,3170,22518879000
2022,all,under_10m,629,4568694000,629,4408753000,293,263904000,373,423540000,118,195297000,120,165885000,468,1173833000,277,297540000,108,33139000,155,49051000,88,23844000,88,31392000,98,171583000,621,500129000,198,54309000,50,95999000,49,23115000,141,174906000,100,103776000,151,150219000,387,529260000,34,15146000,56,13197000,512,79632000,59,598741000,243,206092000,367,1737414000,613,1221566000,507,7140000,95,9698000,375,20283000,324,14536000,417,174908000,225,910034000,100,68784000,143,79222000,583,3267906000,592,4310514000,620,7578421000,620,2996916000,162,195694000,617,2801222000,84,313458000,629,2864066000,265,247234000
2022,all,10m_20m,4541,65861254000,4541,63773569000,3006,4036326000,3461,7635394000,1139,3505882000,1088,3319495000,3698,18031270000,2311,4093057000,1044,432368000,1397,664756000,888,266546000,799,309742000,664,1773109000,4474,5588037000,1765,995669000,548,2258524000,511,437063000,1109,1758261000,1074,1817148000,1216,1368924000,3150,6216826000,339,205521000,630,275918000,3943,871419000,654,14132194000,2136,3149720000,2618,25107095000,4475,22163661000,3486,54000000,714,119493000,2358,164420000,2232,158685000,2910,2151579000,2316,16337514000,936,3096036000,784,815725000,4225,42881187000,2255,6669184000,4313,49550371000,4313,19590402000,360,290913000,4311,19306658000,611,3481987000,4541,22229647000,1412,2083353000
2022,all,20m_50m,2136,63006478000,2136,60562206000,1431,3036812000,1762,6452610000,698,4300826000,688,3858649000,1835,18167697000,1214,4470634000,612,760942000,749,701818000,467,252132000,410,215825000,315,1418568000,2108,4924081000,759,697587000,285,1627324000,391,839562000,734,2138949000,696,2053005000,786,2057240000,1434,3567468000,153,171399000,453,449124000,1941,844227000,316,12788580000,972,2495363000,1313,25584249000,2133,28602214000,1724,34841000,429,140401000,1228,145410000,1234,213318000,1557,2473701000,1087,20343364000,614,5142482000,407,860485000,2007,33543779000,1293,6102951000,2051,39646730000,2051,15748532000,338,399549000,2048,15348983000,212,1175788000,2136,10276563000,1050,6580266000
2022,all,50m_plus,824,126127194000,824,121223854000,567,2173377000,716,5619185000,379,9245093000,397,15648243000,720,34733800000,436,6112688000,249,1447224000,309,1176529000,176,283119000,135,204217000,164,3107410000,812,7153287000,299,464608000,140,2020327000,272,3940979000,389,7210228000,443,10323873000,449,5501735000,517,3369420000,92,293232000,304,4771118000,790,1327504000,136,53848646000,407,2612447000,593,62249660000,824,86491072000,673,24518000,194,237659000,498,177900000,497,446067000,635,4902679000,473,58464642000,336,22149401000,179,1146539000,762,38488922000,676,7771820000,802,46260742000,802,18461187000,303,1440014000,799,17021590000,60,168822000,824,3851913000,444,13608026000
2022,taxable,all,3170,123295841000,3170,118817139000,1954,3988292000,2403,8582031000,872,6418587000,815,10069500000,2677,36109990000,1797,8589117000,872,1852186000,1083,1400915000,660,421674000,583,402903000,426,2993446000,3145,8970140000,1037,583698000,379,2729208000,463,3345702000,947,6128175000,819,5281205000,1113,4165457000,1960,5634596000,254,337401000,693,3713352000,2834,1578268000,102,18023488000,873,927793000,1988,56274860000,3159,37675806000,2862,53707000,1028,407354000,2706,360471000,2593,693352000,2648,4477395000,469,16213993000,934,15249900000,887,2452089000,3169,83166605000,2263,15907356000,3170,99073961000,3170,39457760000,727,1873521000,3170,37584239000,343,1146158000,3170,14984731000,3170,22518879000
2022,taxable,under_10m,265,1888129000,265,1843694000,101,88900000,145,164651000,42,82093000,28,20768000,188,506380000,130,149633000,48,17271000,69,28486000,35,11703000,31,13769000,38,56388000,261,217558000,86,20265000,15,34999000,18,4496000,54,97237000,19,29616000,63,84689000,145,217015000,14,13503000,23,3498000,216,25211000,,,,,152,750701000,260,140071000,235,3060000,67,6836000,237,13210000,203,10732000,203,44435000,15,34699000,34,21133000,68,44207000,265,1703851000,258,2142084000,265,3845935000,265,1524008000,81,64081000,265,1459927000,,,265,1212054000,265,247234000
2022,taxable,10m_20m,1412,20999279000,1412,20469879000,874,1247603000,1036,2321347000,316,953757000,292,829795000,1180,6479053000,778,1637726000,359,170473000,465,254331000,310,104433000,271,106933000,179,585247000,1402,2054806000,474,186079000,164,643960000,126,88292000,332,524205000,274,468986000,388,458741000,888,1537069000,108,45960000,230,68625000,1227,231856000,,,,,839,8321949000,1406,1642232000,1271,19183000,451,80137000,1236,92741000,1158,108152000,1147,528720000,139,360742000,337,401667000,380,477347000,1410,18879021000,864,3576734000,1412,22455754000,1412,8905791000,191,212227000,1412,8693564000,123,320490000,1412,6599110000,1412,2083353000
2022,taxable,20m_50m,1050,31543963000,1050,30378499000,675,1544074000,840,3010026000,318,2016146000,291,1531991000,922,10046498000,635,2511324000,325,439670000,375,376630000,234,160582000,206,127409000,121,740093000,1045,2523519000,330,181553000,130,757863000,174,367475000,347,993719000,292,706448000,420,1045589000,669,1720582000,78,85265000,259,235512000,958,421994000,35,1035433000,312,260377000,670,12781549000,1050,4738249000,956,17506000,347,112513000,875,116557000,864,182373000,914,1165498000,178,1746384000,348,1306991000,301,799332000,1050,26006382000,746,4176974000,1050,30183356000,1050,12016433000,241,320557000,1050,11695876000,139,631054000,1050,5079628000,1050,6580266000
2022,taxable,50m_plus,444,68864469000,444,66125067000,304,1107714000,382,3086006000,196,3366590000,205,7686945000,386,19078058000,254,4290434000,140,1224772000,174,741468000,82,144956000,75,154792000,88,1611719000,437,4174257000,147,195801000,69,1292385000,145,2885439000,213,4513013000,233,4076155000,243,2576437000,258,2159931000,55,192672000,180,3405718000,433,899207000,29,16416274000,154,431263000,327,34420662000,444,31155253000,399,13959000,163,207868000,358,137963000,368,392095000,383,2738741000,137,14072167000,215,13520108000,139,1131203000,444,36577351000,395,6011564000,444,42588915000,444,17011528000,213,1276655000,444,15734872000,,,444,2093939000,444,13608026000
2022,nontaxable,all,4960,136267779000,4960,131151242000,3343,5522127000,3909,11548699000,1462,10828511000,1477,12922773000,4045,35996610000,2440,6384802000,1140,821487000,1528,1191239000,959,403966000,848,358273000,815,3477223000,4870,9195394000,1984,1628475000,645,3272966000,760,1895017000,1426,5154168000,1495,9016598000,1489,4912660000,3528,8048378000,364,347897000,751,1796004000,4351,1544514000,1063,63344673000,2885,7535829000,2902,58403557000,4885,100802707000,3528,66792000,404,99896000,1753,147543000,1694,139253000,2872,5225473000,3632,79841561000,1051,15206803000,625,449882000,4407,35015189000,2553,8947114000,4615,43962303000,4615,17339277000,436,452649000,4605,16894214000,625,3993896000,4960,24237459000,0,0
2022,nontaxable,under_10m,364,2680565000,364,2565058000,191,175003000,228,258889000,76,113204000,92,145117000,279,667453000,146,147907000,61,15868000,86,20565000,53,12141000,57,17623000,60,115195000,360,282570000,112,34044000,35,60999000,31,18619000,87,77669000,81,74161000,88,65530000,241,312246000,20,1643000,32,9699000,296,54422000,,,,,215,986713000,353,1081495000,272,4080000,29,2861000,138,7073000,120,3803000,213,130473000,210,875335000,65,47651000,75,35015000,318,1564055000,334,2168431000,355,3732486000,355,1472908000,81,131613000,352,1341295000,,,364,1652012000,0,0
2022,nontaxable,10m_20m,3129,44861974000,3129,43303690000,2132,2788723000,2425,5314047000,823,2552125000,797,2489700000,2519,11552217000,1532,2455331000,685,261895000,932,410426000,578,162113000,527,202809000,485,1187863000,3072,3533231000,1291,809590000,384,1614564000,385,348770000,777,1234056000,800,1348162000,828,910182000,2262,4679757000,231,159561000,400,207293000,2716,639563000,,,,,1779,16785146000,3069,20521429000,2214,34817000,263,39356000,1122,71679000,1074,50533000,1763,1622859000,2177,15976771000,599,2694369000,404,338379000,2814,24002167000,1391,3092450000,2902,27094617000,2902,10684611000,168,78686000,2899,10613094000,488,3161497000,3129,15630536000,0,0
2022,nontaxable,20m_50m,1086,31462514000,1086,30183707000,757,1492738000,922,3442584000,380,2284679000,397,2326658000,913,8121199000,579,1959311000,287,321272000,374,325188000,233,91550000,204,88416000,194,678475000,1063,2400562000,429,516034000,155,869461000,217,472086000,387,1145230000,404,1346557000,367,1011650000,766,1846886000,75,86134000,194,213612000,982,422232000,281,11753147000,660,2234986000,643,12802700000,1083,23863965000,768,17335000,82,27888000,353,28853000,369,30945000,643,1308202000,909,18596980000,266,3835490000,106,61153000,957,7537397000,547,1925977000,1001,9463374000,1001,3732098000,98,78992000,998,3653107000,73,544734000,1086,5196935000,0,0
2022,nontaxable,50m_plus,381,57262726000,381,55098787000,263,1065663000,334,2533179000,183,5878503000,192,7961298000,334,15655742000,182,1822254000,108,222452000,136,435061000,95,138163000,60,49425000,76,1495691000,376,2979030000,152,268807000,71,727942000,127,1055541000,176,2697214000,210,6247719000,206,2925297000,259,1209489000,37,100560000,124,1365400000,357,428296000,106,37432372000,253,2181184000,266,27828997000,381,55335819000,274,10559000,31,29791000,140,39938000,130,53972000,252,2163938000,336,44392474000,121,8629293000,40,15336000,318,1911571000,281,1760256000,358,3671827000,358,1449660000,90,163359000,356,1286718000,,,381,1757975000,0,0
2023,all,all,9024,360771774000,9024,347211389000,6029,12408278000,6967,25109570000,2476,24478721000,2697,39643481000,7426,105731010000,4475,15347311000,2295,3541487000,2675,2787388000,1877,1031361000,1559,859611000,1735,15492895000,8845,22660558000,3262,2446374000,1120,7201422000,1250,4811389000,2344,16767968000,2732,24910479000,2566,9608007000,6249,15438038000,646,880180000,1470,5462455000,8035,4153797000,1277,53726392000,4168,11602298000,5567,157344335000,8915,175972902000,7124,160188000,1662,564074000,5034,743289000,4861,1210349000,6148,13679985000,4416,109663813000,2200,49505585000,1773,4813658000,8322,180156078000,5525,36581655000,8630,216737732000,8632,86233371000,1245,3777426000,8628,82470745000,1288,7700225000,9024,45770511000,3690,44412892000
2023,all,under_10m,638,4339002000,638,4122017000,312,363962000,397,349843000,101,144585000,87,102260000,479,1141389000,262,267257000,131,54914000,144,41740000,102,25964000,82,18186000,99,180197000,623,434451000,154,54571000,43,78457000,45,42307000,97,110291000,124,94945000,128,148455000,415,542845000,35,9271000,75,23382000,528,109730000,60,676726000,249,243311000,397,1714182000,627,1397290000,500,9526000,84,9430000,371,18180000,324,21842000,406,231921000,248,989305000,105,105549000,131,67161000,590,2876882000,634,5621098000,637,8497979000,637,3364710000,154,133654000,637,3231056000,,,638,3233411000,274,310316000
2023,all,10m_20m,4754,69878484000,4754,67915577000,3163,5015484000,3577,8330677000,1113,3871030000,1177,3402740000,3836,18582619000,2307,3660813000,1145,620259000,1377,624880000,996,288050000,832,353948000,886,2328050000,4643,5614959000,1782,1038448000,571,2706800000,473,453775000,1036,1529529000,1161,2099097000,1073,1151513000,3362,6883345000,325,241735000,569,227180000,4168,853558000,706,15094364000,2105,3375432000,2766,27020713000,4662,23170360000,3675,63315000,749,121430000,2445,165688000,2338,205334000,3028,2070527000,2259,17460759000,946,2984481000,854,897261000,4362,45814392000,2425,8550161000,4492,54364553000,4492,21506436000,330,192379000,4491,21328857000,781,4850274000,4754,24433167000,1527,2594482000
2023,all,20m_50m,2608,77409939000,2608,74537872000,1819,3948231000,2134,7948737000,821,5215154000,926,5749086000,2214,21645103000,1357,4183862000,697,744296000,797,716692000,562,285240000,455,261285000,527,2236631000,2562,6064196000,960,782386000,341,2132083000,454,880802000,770,2541882000,915,3451559000,860,2170241000,1799,4589185000,194,311676000,487,546125000,2376,1005491000,385,17299501000,1312,3723107000,1664,33477991000,2602,36150896000,2095,53989000,569,194481000,1550,207750000,1525,266760000,1880,2871617000,1374,26114036000,730,6287331000,535,1041298000,2416,40221411000,1609,8615794000,2497,48837205000,2499,19401042000,362,395957000,2497,19005085000,321,1991850000,2608,13143604000,1269,7723429000
