state,age_band,income_tier,n_units,n_adults,year
AK,18_25,neg_zero,12151,12151,2017
AK,18_25,1_10k,26683,26683,2017
AK,18_25,10_25k,2883,3038,2017
AK,26_34,neg_zero,1993,1993,2017
AK,26_34,1_10k,13298,13361,2017
AK,26_34,10_25k,1280,1837,2017
AK,35_44,neg_zero,2638,2638,2017
AK,35_44,1_10k,6009,7591,2017
AK,35_44,10_25k,1543,2278,2017
AK,45_54,neg_zero,1374,1374,2017
AK,45_54,1_10k,6919,7326,2017
AK,45_54,10_25k,765,1351,2017
AK,55_64,neg_zero,1535,1711,2017
AK,55_64,1_10k,7211,7914,2017
AK,55_64,10_25k,636,924,2017
AK,65_74,neg_zero,676,764,2017
AK,65_74,1_10k,1461,1591,2017
AK,65_74,10_25k,973,1857,2017
AK,75p,neg_zero,234,234,2017
AK,75p,1_10k,3491,3491,2017
AK,75p,10_25k,230,452,2017
AL,18_25,neg_zero,165011,165226,2017
AL,18_25,1_10k,163087,163745,2017
AL,18_25,10_25k,15631,18264,2017
AL,26_34,neg_zero,47576,47818,2017
AL,26_34,1_10k,72292,74453,2017
AL,26_34,10_25k,16672,21964,2017
AL,35_44,neg_zero,34649,34890,2017
AL,35_44,1_10k,46383,48843,2017
AL,35_44,10_25k,17420,23983,2017
AL,45_54,neg_zero,34397,35410,2017
AL,45_54,1_10k,45081,47252,2017
AL,45_54,10_25k,12763,20770,2017
AL,55_64,neg_zero,23839,24224,2017
AL,55_64,1_10k,54747,57731,2017
AL,55_64,10_25k,15964,27272,2017
AL,65_74,neg_zero,6777,8202,2017
AL,65_74,1_10k,32713,34070,2017
AL,65_74,10_25k,11673,21074,2017
AL,75p,neg_zero,6175,6364,2017
AL,75p,1_10k,30213,30819,2017
AL,75p,10_25k,8850,14713,2017
AR,18_25,neg_zero,86708,87028,2017
AR,18_25,1_10k,85928,86134,2017
AR,18_25,10_25k,10994,12493,2017
AR,26_34,neg_zero,21508,21891,2017
AR,26_34,1_10k,36363,37841,2017
AR,26_34,10_25k,10754,14825,2017
AR,35_44,neg_zero,19718,19971,2017
AR,35_44,1_10k,28222,28791,2017
AR,35_44,10_25k,10898,15112,2017
AR,45_54,neg_zero,17084,17399,2017
AR,45_54,1_10k,31572,33232,2017
AR,45_54,10_25k,6455,8877,2017
AR,55_64,neg_zero,10664,11059,2017
AR,55_64,1_10k,34459,37593,2017
AR,55_64,10_25k,8698,14662,2017
AR,65_74,neg_zero,1346,1430,2017
AR,65_74,1_10k,21241,22900,2017
AR,65_74,10_25k,8821,14624,2017
AR,75p,neg_zero,3939,4229,2017
AR,75p,1_10k,20487,20986,2017
AR,75p,10_25k,7351,12211,2017
AZ,18_25,neg_zero,202948,202948,2017
AZ,18_25,1_10k,201849,202989,2017
AZ,18_25,10_25k,29259,30960,2017
AZ,26_34,neg_zero,73635,73991,2017
AZ,26_34,1_10k,70923,72957,2017
AZ,26_34,10_25k,19265,26564,2017
AZ,35_44,neg_zero,46822,47518,2017
AZ,35_44,1_10k,52590,55631,2017
AZ,35_44,10_25k,24181,37811,2017
AZ,45_54,neg_zero,43224,46238,2017
AZ,45_54,1_10k,49477,52937,2017
AZ,45_54,10_25k,15964,24559,2017
AZ,55_64,neg_zero,40847,42693,2017
AZ,55_64,1_10k,63526,68963,2017
AZ,55_64,10_25k,16625,28892,2017
AZ,65_74,neg_zero,12430,15237,2017
AZ,65_74,1_10k,41618,47759,2017
AZ,65_74,10_25k,15930,28622,2017
AZ,75p,neg_zero,13280,14951,2017
AZ,75p,1_10k,31423,33956,2017
AZ,75p,10_25k,11737,20513,2017
CA,18_25,neg_zero,1148596,1151470,2017
CA,18_25,1_10k,1140712,1147480,2017
CA,18_25,10_25k,148214,164400,2017
CA,26_34,neg_zero,367030,371721,2017
CA,26_34,1_10k,440081,454232,2017
CA,26_34,10_25k,148574,196099,2017
CA,35_44,neg_zero,243585,250989,2017
CA,35_44,1_10k,245809,262244,2017
CA,35_44,10_25k,121351,183298,2017
CA,45_54,neg_zero,231767,241725,2017
CA,45_54,1_10k,247181,267672,2017
CA,45_54,10_25k,109825,173015,2017
CA,55_64,neg_zero,221140,237274,2017
CA,55_64,1_10k,274104,305045,2017
CA,55_64,10_25k,115885,195873,2017
CA,65_74,neg_zero,116020,136776,2017
CA,65_74,1_10k,237241,262713,2017
CA,65_74,10_25k,114510,206723,2017
CA,75p,neg_zero,110395,127971,2017
CA,75p,1_10k,238712,253452,2017
CA,75p,10_25k,106652,187821,2017
CO,18_25,neg_zero,100591,100591,2017
CO,18_25,1_10k,163399,164228,2017
CO,18_25,10_25k,23831,26514,2017
CO,26_34,neg_zero,31157,31595,2017
CO,26_34,1_10k,49986,51900,2017
CO,26_34,10_25k,14537,19269,2017
CO,35_44,neg_zero,24346,25169,2017
CO,35_44,1_10k,28259,31533,2017
CO,35_44,10_25k,11916,16714,2017
CO,45_54,neg_zero,19239,19882,2017
CO,45_54,1_10k,28966,31563,2017
CO,45_54,10_25k,7715,12102,2017
CO,55_64,neg_zero,22672,25458,2017
CO,55_64,1_10k,34266,37372,2017
CO,55_64,10_25k,8174,13715,2017
CO,65_74,neg_zero,8254,8701,2017
CO,65_74,1_10k,26200,28583,2017
CO,65_74,10_25k,8624,15394,2017
CO,75p,neg_zero,5325,5882,2017
CO,75p,1_10k,22779,24312,2017
CO,75p,10_25k,5297,9435,2017
CT,18_25,neg_zero,80682,80779,2017
CT,18_25,1_10k,130209,130480,2017
CT,18_25,10_25k,11234,11624,2017
CT,26_34,neg_zero,20173,20656,2017
CT,26_34,1_10k,30920,31637,2017
CT,26_34,10_25k,6937,8492,2017
CT,35_44,neg_zero,17859,18428,2017
CT,35_44,1_10k,18253,19727,2017
CT,35_44,10_25k,8611,12180,2017
CT,45_54,neg_zero,14548,15429,2017
CT,45_54,1_10k,22462,23321,2017
CT,45_54,10_25k,3539,4832,2017
CT,55_64,neg_zero,15656,16751,2017
CT,55_64,1_10k,23841,24672,2017
CT,55_64,10_25k,6235,9698,2017
CT,65_74,neg_zero,5080,5790,2017
